REF_DATE,GEO,DGUID,Type of structure,Type of unit,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2020,"Quesnel, British Columbia",2011S0504952,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825144,179.4.4,,F,,,0
2021,"Quesnel, British Columbia",2011S0504952,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825144,179.4.4,,F,,,0
2022,"Quesnel, British Columbia",2011S0504952,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825144,179.4.4,,F,,,0
2023,"Quesnel, British Columbia",2011S0504952,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825144,179.4.4,2267,,,,0
2024,"Quesnel, British Columbia",2011S0504952,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825144,179.4.4,,F,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822887,180.3.1,677,,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822887,180.3.1,,F,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822887,180.3.1,,F,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822887,180.3.1,754,,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822887,180.3.1,879,,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823021,180.3.2,777,,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823021,180.3.2,794,,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823021,180.3.2,951,,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823021,180.3.2,945,,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823021,180.3.2,982,,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823155,180.3.3,943,,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823155,180.3.3,1041,,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823155,180.3.3,1155,,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823155,180.3.3,1277,,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823155,180.3.3,1208,,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823289,180.3.4,,F,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823289,180.3.4,,F,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823289,180.3.4,,F,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823289,180.3.4,,F,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823289,180.3.4,,F,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823423,180.2.1,,F,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823423,180.2.1,,F,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823423,180.2.1,,F,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823423,180.2.1,,F,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823423,180.2.1,,F,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823557,180.2.2,,F,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823557,180.2.2,,F,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823557,180.2.2,,F,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823557,180.2.2,,F,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823557,180.2.2,,F,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823691,180.2.3,,F,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823691,180.2.3,,F,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823691,180.2.3,,F,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823691,180.2.3,,F,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823691,180.2.3,1335,,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823825,180.2.4,,F,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823825,180.2.4,,F,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823825,180.2.4,,F,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823825,180.2.4,,F,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823825,180.2.4,,F,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823959,180.1.1,677,,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823959,180.1.1,,F,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823959,180.1.1,,F,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823959,180.1.1,754,,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823959,180.1.1,879,,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824093,180.1.2,777,,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824093,180.1.2,794,,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824093,180.1.2,951,,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824093,180.1.2,945,,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824093,180.1.2,982,,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824227,180.1.3,941,,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824227,180.1.3,1041,,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824227,180.1.3,1148,,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824227,180.1.3,1282,,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824227,180.1.3,1199,,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824361,180.1.4,,F,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824361,180.1.4,,F,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824361,180.1.4,,F,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824361,180.1.4,,F,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824361,180.1.4,,F,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824528,180.4.1,677,,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824528,180.4.1,,F,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824528,180.4.1,,F,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824528,180.4.1,754,,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824528,180.4.1,879,,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824716,180.4.2,778,,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824716,180.4.2,795,,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824716,180.4.2,955,,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824716,180.4.2,938,,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824716,180.4.2,982,,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824904,180.4.3,956,,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824904,180.4.3,1065,,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824904,180.4.3,1195,,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824904,180.4.3,1314,,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824904,180.4.3,1232,,,,0
2020,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825092,180.4.4,,F,,,0
2021,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825092,180.4.4,,F,,,0
2022,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825092,180.4.4,,F,,,0
2023,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825092,180.4.4,,F,,,0
2024,"Salmon Arm, British Columbia",2011S0504920,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825092,180.4.4,,F,,,0
2020,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822888,181.3.1,,F,,,0
2021,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822888,181.3.1,998,,,,0
2022,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822888,181.3.1,1065,,,,0
2023,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822888,181.3.1,1053,,,,0
2024,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822888,181.3.1,1289,,,,0
2020,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823022,181.3.2,1260,,,,0
2021,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823022,181.3.2,1335,,,,0
2022,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823022,181.3.2,1421,,,,0
2023,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823022,181.3.2,1447,,,,0
2024,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823022,181.3.2,1659,,,,0
2020,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823156,181.3.3,1620,,,,0
2021,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823156,181.3.3,1720,,,,0
2022,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823156,181.3.3,1930,,,,0
2023,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823156,181.3.3,1791,,,,0
2024,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823156,181.3.3,2190,,,,0
2020,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823290,181.3.4,1919,,,,0
2021,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823290,181.3.4,1969,,,,0
2022,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823290,181.3.4,1974,,,,0
2023,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823290,181.3.4,1617,,,,0
2024,"Squamish, British Columbia",2011S0504934,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823290,181.3.4,2087,,,,0
2020,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823424,181.2.1,,F,,,0
2021,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823424,181.2.1,,F,,,0
2022,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823424,181.2.1,,F,,,0
2023,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823424,181.2.1,,F,,,0
2024,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823424,181.2.1,,F,,,0
2020,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823558,181.2.2,,F,,,0
2021,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823558,181.2.2,,F,,,0
2022,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823558,181.2.2,,F,,,0
2023,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823558,181.2.2,,F,,,0
2024,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823558,181.2.2,,F,,,0
2020,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823692,181.2.3,,F,,,0
2021,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823692,181.2.3,,F,,,0
2022,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823692,181.2.3,,F,,,0
2023,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823692,181.2.3,,F,,,0
2024,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823692,181.2.3,,F,,,0
2020,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823826,181.2.4,1333,,,,0
2021,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823826,181.2.4,1411,,,,0
2022,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823826,181.2.4,1435,,,,0
2023,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823826,181.2.4,1509,,,,0
2024,"Squamish, British Columbia",2011S0504934,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823826,181.2.4,1551,,,,0
2020,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823960,181.1.1,,F,,,0
2021,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823960,181.1.1,998,,,,0
2022,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823960,181.1.1,1065,,,,0
2023,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823960,181.1.1,1053,,,,0
2024,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823960,181.1.1,1289,,,,0
2020,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824094,181.1.2,1260,,,,0
2021,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824094,181.1.2,1335,,,,0
2022,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824094,181.1.2,1421,,,,0
2023,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824094,181.1.2,1447,,,,0
2024,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824094,181.1.2,1659,,,,0
2020,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824228,181.1.3,1636,,,,0
2021,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824228,181.1.3,1721,,,,0
2022,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824228,181.1.3,1933,,,,0
2023,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824228,181.1.3,1785,,,,0
2024,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824228,181.1.3,2191,,,,0
2020,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824362,181.1.4,2287,,,,0
2021,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824362,181.1.4,2380,,,,0
2022,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824362,181.1.4,2322,,,,0
2023,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824362,181.1.4,,F,,,0
2024,"Squamish, British Columbia",2011S0504934,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824362,181.1.4,2501,,,,0
2020,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824532,181.4.1,,F,,,0
2021,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824532,181.4.1,998,,,,0
2022,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824532,181.4.1,1065,,,,0
2023,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824532,181.4.1,1053,,,,0
2024,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824532,181.4.1,1289,,,,0
2020,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824720,181.4.2,1260,,,,0
2021,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824720,181.4.2,1335,,,,0
2022,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824720,181.4.2,1421,,,,0
2023,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824720,181.4.2,1447,,,,0
2024,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824720,181.4.2,1659,,,,0
2020,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824908,181.4.3,1636,,,,0
2021,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824908,181.4.3,1721,,,,0
2022,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824908,181.4.3,1933,,,,0
2023,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824908,181.4.3,1785,,,,0
2024,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824908,181.4.3,2191,,,,0
2020,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825096,181.4.4,2287,,,,0
2021,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825096,181.4.4,2380,,,,0
2022,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825096,181.4.4,2322,,,,0
2023,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825096,181.4.4,,F,,,0
2024,"Squamish, British Columbia",2011S0504934,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825096,181.4.4,2501,,,,0
2020,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135511,206.3.1,,F,,,0
2021,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135511,206.3.1,,F,,,0
2022,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135511,206.3.1,,F,,,0
2023,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135511,206.3.1,,F,,,0
2024,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135511,206.3.1,,F,,,0
2020,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135527,206.3.2,1020,,,,0
2021,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135527,206.3.2,986,,,,0
2022,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135527,206.3.2,1182,,,,0
2023,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135527,206.3.2,1114,,,,0
2024,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135527,206.3.2,1264,,,,0
2020,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135543,206.3.3,1341,,,,0
2021,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135543,206.3.3,1373,,,,0
2022,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135543,206.3.3,1419,,,,0
2023,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135543,206.3.3,1520,,,,0
2024,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135543,206.3.3,1597,,,,0
2020,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135559,206.3.4,,F,,,0
2021,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135559,206.3.4,,F,,,0
2022,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135559,206.3.4,,F,,,0
2023,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135559,206.3.4,,F,,,0
2024,"Summerland, British Columbia",2011A00055907035,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135559,206.3.4,,F,,,0
2020,"Summerland, British Columbia",2011A00055907035,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v42135575,206.2.1,,F,,,0
2021,"Summerland, British Columbia",2011A00055907035,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v42135575,206.2.1,,F,,,0
2022,"Summerland, British Columbia",2011A00055907035,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v42135575,206.2.1,,F,,,0
2023,"Summerland, British Columbia",2011A00055907035,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v42135575,206.2.1,,F,,,0
2024,"Summerland, British Columbia",2011A00055907035,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v42135575,206.2.1,,F,,,0
2020,"Summerland, British Columbia",2011A00055907035,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v42135591,206.2.2,727,,,,0
